,,,,,,,,,,,,,,,,,,,,,,
SamplingDate,SO2_6AM_10AM,SO2_10AM_2PM,SO2_2PM_6PM,SO2_6PM_10PM,SO2_10PM_2AM,SO2_2AM_6AM,NO2_6AM_10AM,NO2_10AM_2PM,NO2_2PM_6PM,NO2_6PM_10PM,NO2_10PM_2AM,NO2_2AM_6AM,RSPM_6AM_2PM,RSPM_2PM_10PM,RSPM_10PM_6AM,SPM_6AM_2PM,SPM_2PM_10PM,SPM_10PM_6AM,RSPM,SO2,SPM,NO2
17/07/2007,,4,5.8,5,10,8.3,,33.6,35.8,31.3,26.9,29.1,,58,46,,89,64,52,6.62,76.5,31.34
20/07/2007,4,4,4,4,4,4,23.5,31.3,29.1,25.7,20.1,21.3,126,92,54,360,232,114,90.6666,4,235.3333,25.1666
24/07/2007,8.3,4,10.8,7.6,6.3,9.1,24.6,34.7,38,24.3,24.4,20.1,87,62,51,260,65,92,66.6666,7.6833,139,27.6833
27/07/2007,4.2,5.8,7.5,8.3,5,4,22.4,76.1,24.6,29.1,11.2,20.1,124,73,61,224,178,164,86,5.8,188.6666,30.5833
31/07/2007,7.5,,8.9,10.8,5.8,4,30.2,,28.6,33.6,29.1,26.9,62,84,51,111,142,82,65.6666,7.4,111.6666,29.68
2/11/2007,,4,13.6,15,17.5,4,,56.4,61,39.2,56,36.9,,109,43,,228,68,76,10.82,148,49.9
6/11/2007,10,12.5,8.9,,4,5.8,32.5,29.1,19,,23.5,20.1,131,265,39,170,287,48,145,8.24,168.3333,24.84
13/11/2007,7.8,9.1,21.6,4,7.5,7.5,34.3,20.1,22.4,33.6,22.4,33.6,164,157,82,409,250,145,134.3333,9.5833,268,27.7333
16/11/2007,4,8.3,9.1,12.7,4,5.8,36.8,49.2,58.2,47.6,29.1,24.6,238,266,100,530,548,173,201.3333,7.3166,417,40.9166
20/11/2007,4,4,4,4,6.7,4,16.8,16.8,10.1,9.6,12.3,16.8,67,96,66,233,309,68,76.3333,4.45,203.3333,13.7333
23/11/2007,4,,4,4,4,4,19,,21.7,25.9,21.3,28,106,135,98,252,390,106,113,4,249.3333,23.18
27/11/2007,8.3,,4,4,7.5,5.8,33.6,,35.8,49.2,19,15.7,145,237,111,260,518,120,164.3333,5.92,299.3333,30.66
30/11/2007,,8.3,4,4,4,4,,23.5,17.9,90,11.2,13.4,220,117,106,485,263,154,147.6666,4.86,300.6666,31.2
7/9/2007,6.7,8.3,10.8,6.7,4,4,29.4,21.3,30.2,23.5,25.7,11.2,108,74,85,291,151,120,89,6.75,187.3333,23.55
11/9/2007,12.5,8.8,5,6.7,7.1,4,22.4,35.4,22.4,19,57.3,21.3,87,80,54,267,152,83,73.6666,7.35,167.3333,29.6333
14/09/2007,4.8,8.7,6.9,,,,33.3,28.5,25.7,,,,214,,,273,,,,,,
18/09/2007,4,4,4,5,4,5,42.5,29.3,31.3,24.6,22.7,29.1,52,63,59,97,112,67,58,4.3333,92,29.9166
21/09/2007,4,4,4,4,5.8,4,70.5,43.6,41.6,47.6,39.2,58.2,148,69,45,366,171,55,87.3333,4.3,197.3333,50.1166
25/09/2007,4,4,5,5.8,5,6.7,70.3,17.9,17.5,17.9,15.7,13.4,106,143,55,119,222,60,101.3333,5.0833,133.6666,25.45
28/09/2007,4.2,7.5,9.1,47.4,20.8,11.6,16.8,17.9,30.2,12.3,12.3,28,99,82,49,348,176,60,76.6666,16.7666,194.6666,19.5833
3/8/2007,,,7.5,9.8,5.8,4,,,32.5,37,30.2,23.5,,40,23,,74,30,31.5,6.775,52,30.8
24/07/2009,9.9,8.5,,,,,64.3,61.1,,,,,110,,,306,,,,,,
28/07/2009,11.8,6.1,4.7,4,5.2,4,32,30,32,28,38.6,31,131,78,54,281,117,96,87.6666,5.9666,164.6666,31.9333
12/6/2009,,4,15,14,4,4,,14.5,30,28,20,16.8,191,153,75,373,304,176,139.6666,8.2,284.3333,21.86
16/06/2009,4,4,4,4,4,4,10.7,11.7,9,9,12.8,9,109,57,51,252,170,63,72.3333,4,161.6666,10.3666
19/06/2009,16.6,4,8.3,12.5,10.8,10.8,15,27.9,19.3,20.4,13.9,13.4,81,99,79,289,148,141,86.3333,10.5,192.6666,18.3166
23/06/2009,,15.8,,7.5,4,4,,33,,16,20.4,14,156,68,47,335,134,94,90.3333,7.825,187.6666,20.85
26/06/2009,8,8.6,4.7,6.6,10.8,4.2,33.1,20.4,19.3,16.1,17.1,33.1,77,67,51,93,118,83,65,7.15,98,23.1833
30/06/2009,,4.7,,7.1,5.7,4.7,,27.9,,32.1,27.9,23.6,77,70,41,246,119,49,62.6666,5.55,138,27.875
2/1/2009,4,,7.5,15,10.8,4,21.3,,30.2,45.9,57,22.4,145,661,240,379,821,334,348.6666,8.26,511.3333,35.36
6/1/2009,8.3,,4,4,10,8.3,22.4,,42.5,20.1,28,21.3,,163,225,,406,283,194,6.92,344.5,26.86
9/1/2009,4.9,,,8.3,10,4,56,,,41.4,69.4,67.1,103,77,54,323,161,114,78,6.8,199.3333,58.475
20/01/2009,4,4,11.6,15,5.8,4,46.3,51.5,57,44.8,64,58.2,278,246,243,288,269,333,255.6666,7.4,296.6666,53.6333
23/01/2009,5.8,,10.8,8.3,,,69.4,,89.5,60.4,,,153,144,,264,328,,148.5,,296,
27/01/2009,10,,9.1,4,13,6.7,73,,41.4,49.2,57,53.7,325,146,65,776,289,141,178.6666,8.56,402,54.86
30/01/2009,,,4,13.3,5.8,4,,,33.6,51.5,54.8,33.6,,186,110,,385,166,148,6.775,275.5,43.375
3/4/2009,,10.8,9.1,4,4,4,,44.8,41.4,36.9,34.7,31.3,79,75,52,216,195,94,68.6666,6.38,168.3333,37.82
17/04/2009,,6.9,5.1,5.5,4,4,,41.4,50.4,31.3,39.2,49.2,210,83,145,269,287,282,146,5.1,279.3333,42.3
21/04/2009,,15.3,4,4,6.5,6.9,,20.1,16.8,17.9,17.9,15.7,90,73,51,298,166,109,71.3333,7.34,191,17.68
24/04/2009,,,13.4,4,4,6.5,,,15.7,11.2,17.9,13.4,,144,64,,274,94,104,6.975,184,14.55
28/04/2009,,23.1,26.4,20.4,18,16.2,,44.8,31.3,30.2,14.5,12.3,79,75,52,216,195,94,68.6666,20.82,168.3333,26.62
1/10/2009,,8.9,4,,,,,24.6,26.8,,,,150,,,230,,,,,,
6/10/2009,,5.7,8.9,4,4,4,,29,21.4,25.7,20.4,26.8,116,99,54,366,197,84,89.6666,5.32,215.6666,24.66
8/10/2009,,4,24.4,5.1,10.8,4,,10.7,21.4,25.7,20.4,26.8,90,35,49,222,50,139,58,9.66,137,21
13/10/2009,,7,6.9,4,4,4,,9.6,11.4,9.6,10.7,42.9,171,66,91,269,121,107,109.3333,5.18,165.6666,16.84
15/10/2009,,4,6.1,4,9.4,4,,50.4,55.7,43.9,53.6,27.9,72,100,120,158,316,221,97.3333,5.5,231.6666,46.3
20/10/2009,,21.1,8,4,4,4,,17,13,14,11,13,124,137,169,340,338,329,143.3333,8.22,335.6666,13.6
31/07/2009,,5.2,6.4,,,,,36.4,43,,,,81,,,339,,,,,,
4/8/2009,12.6,8,4,4.7,8.9,4,52.9,33.2,27.9,21.4,25.7,20.4,86,104,37,230,230,56,75.6666,7.0333,172,30.25
7/8/2009,,9.4,,4,,,,19.3,,20.4,,,80,116,,218,252,,98,,235,
11/8/2009,8.9,10.4,,4,4,4,30,25.7,,28.9,20.4,22.5,76,67,49,218,169,81,64,6.26,156,25.5
14/08/2009,,8.5,,,,,,22.5,,,,,125,,,193,,,,,,
3/11/2009,,7,4,4,4.2,,,35.4,45,51.4,25.7,,112,94,,567,303,,103,4.8,435,39.375
5/11/2009,,4,4,8.2,8,11.3,,47,30,35.7,37.5,20.4,127,133,88,241,210,100,116,7.1,183.6666,34.12
10/11/2009,,4.7,7.5,9.4,9.9,4.2,,48.2,26.8,13.9,26.8,23.6,90,78,73,195,138,188,80.3333,7.14,173.6666,27.86
12/11/2009,,4,4,5.7,4,4.7,,21.4,10.7,15,16.1,11.8,119,85,101,283,160,143,101.6666,4.48,195.3333,15
17/11/2009,,5.7,9.4,8,,,,21.4,18.2,24.6,,,77,127,,208,239,,102,,223.5,
4/7/2008,,10.8,7.5,4,4,4,,20.1,24.6,16.6,34.5,22.4,181,84,104,219,194,110,123,6.06,174.3333,23.64
4/11/2008,4,,10.8,15.8,4,5.8,36.3,,45.9,64.9,40.3,36.9,157,120,121,162,135,137,132.6666,8.08,144.6666,44.86
7/11/2008,4,,7.6,11.6,13.3,4.2,46.7,,66.5,69.4,63.8,49.2,117,245,105,346,494,172,155.6666,8.14,337.3333,59.12
11/11/2008,8.3,,4,4,4,9.1,25.7,,36.9,53.7,34.7,13.4,62,189,95,200,435,144,115.3333,5.88,259.6666,32.88
14/11/2008,4,,6.7,14.1,24,4,57.1,,102.9,48,29.1,36.9,106,124,186,194,263,303,138.6666,10.56,253.3333,54.8
18/11/2008,9.1,,12.4,4,4,8.3,25.7,,22.7,28,32.5,35.8,91,69,91,287,260,243,83.6666,7.56,263.3333,28.94
21/11/2008,4,,9.1,4.2,4,4,65,,31.3,37,22.4,38,189,76,285,303,217,306,183.3333,5.06,275.3333,38.74
25/11/2008,10,,4,4,4,4,78.3,,16.8,14.5,24.6,19,149,93,80,151,448,125,107.3333,5.2,241.3333,30.64
28/11/2008,4,6.7,4,5.8,10,4,51,31.3,13.4,32.5,46,30.2,174,133,103,409,136,113,136.6666,5.75,219.3333,34.0666
18/08/2009,,,,6.6,9.9,4,,,,25.7,20.4,22.5,,,53,,,88,,,,
20/08/2009,4,15.1,,17.9,23.5,4,37.5,32.1,,27.9,21.4,23.6,75,70,53,104,94,129,66,12.9,109,28.5
25/08/2009,4,11.8,4,4,5.7,4,26.8,41.8,48.2,20.4,31,22.5,39,66,47,133,145,56,50.6666,5.5833,111.3333,31.7833
27/08/2009,20.2,10.8,,19.3,13.2,9.9,35.4,27.9,,20.4,26.8,18.2,85,92,39,309,226,110,72,14.68,215,25.74
3/7/2009,,7,8,4.7,4,4,,32,26.8,34.3,38.6,33.2,136,95,86,176,108,105,105.6666,5.54,129.6666,32.98
7/7/2009,6.1,5.2,4.2,5.7,4,4,22.5,18.2,20.4,17.1,19.3,21.4,92,80,60,159,140,79,77.3333,4.8666,126,19.8166
10/7/2009,,7.5,4,,,,,26.8,19.3,,,,129,149,,217,217,,139,,217,
14/07/2009,4,7,8.5,4,4,4.2,25.7,27.9,21.4,30,20.4,21.4,98,90,80,130,189,94,89.3333,5.2833,137.6666,24.4666
17/07/2009,,,,,6.6,4,,,,,22.5,17.1,,,23,,,38,,,,
21/07/2009,12.7,,14.6,13.3,,,21.4,,25.7,27.2,,,179,77,,301,153,,128,,227,
5/5/2009,,7.4,4,6.9,5.6,6.9,,14.5,12.3,15.7,11.2,11.2,,92,78,,201,172,85,6.16,186.5,12.98
8/5/2009,5.1,18.1,23.2,4.2,7.4,8.3,13.4,17.9,14.3,14.5,13.4,15.7,85,94,129,136,222,271,102.6666,11.05,209.6666,14.8666
12/5/2009,,18.1,4.2,5.1,4.2,8.8,,21.3,20.1,16.8,14.5,17.9,80,145,47,177,262,96,90.6666,8.08,178.3333,18.12
15/05/2009,,4,4,4.6,14.2,4,,12.3,19,16.8,22.4,19.4,127,145,44,178,350,172,105.3333,6.16,233.3333,17.98
19/05/2009,,20.4,17.6,18.5,19.4,19.4,,13.4,22.4,11.2,12.3,13.4,141,93,73,224,157,122,102.3333,19.06,167.6666,14.54
22/05/2009,,9.3,10.6,4,4,4,,15.7,24.6,29.1,31.3,31.3,93,92,45,185,221,65,76.6666,6.38,157,26.4
26/05/2009,,4,14.8,4,4,4,,13.4,13.4,11.2,11.2,11.2,130,69,65,300,80,147,88,6.16,175.6666,12.08
29/05/2009,13.9,8.3,9.3,4,4,4,33.6,24.6,17.9,15.7,13.4,11.2,128,93,55,275,120,245,92,7.25,213.3333,19.4
22/10/2009,,6.1,4.2,4,7.5,4,,25.7,20.4,27.9,25.7,21.4,139,115,136,392,412,275,130,5.16,359.6666,24.22
27/10/2009,,11.3,4,7.1,4.7,4,,34.3,24.6,66.4,42.9,32.1,131,145,93,476,522,112,123,6.22,370,40.06
29/10/2009,,,7.5,4,4,4,,,23.6,18.2,22.5,16.1,,88,41,,158,125,64.5,4.875,141.5,20.1
5/12/2008,4,4,9.1,8.3,16.6,13.3,23.4,33.6,30.2,32.5,67.1,33.6,153,140,224,412,280,416,172.3333,9.2166,369.3333,36.7333
12/12/2008,5,,12.5,4.2,7.5,4,54.8,,82.8,33.6,64.9,33.6,183,146,109,437,417,300,146,6.64,384.6666,53.94
16/12/2008,10.8,,7.5,9.1,12.5,4,96.2,,70.5,64,75,58.2,94,109,135,500,209,210,112.6666,8.7799,306.3333,72.7799
19/12/2008,14.1,9.1,6.7,4,4,4,39.2,32.5,22.4,35.8,17.9,26.9,104,83,111,208,234,200,99.3333,6.9833,214,29.1166
23/12/2008,15.3,8.3,9.1,4,4,8.3,41.3,45.9,40.3,32.5,31.3,30.2,154,153,130,416,232,508,145.6666,8.1666,385.3333,36.9166
26/12/2008,9.1,,12.5,4,4,4,35.8,,40.3,28,33.6,21.3,76,242,111,321,263,287,143,6.72,290.3333,31.8
30/12/2008,4,,,8.3,10.8,4,30.2,,,21.3,16.8,19,,86,95,,265,153,90.5,6.775,209,21.825
3/3/2009,,4,4,4,4,4,,34.7,42.5,47,32.5,23.5,285,82,139,528,219,365,168.6666,4,370.6666,36.04
6/3/2009,,4,8.3,10.8,4,4,,29.8,38.1,41.4,28,34.7,195,115,156,313,186,242,155.3333,6.22,247,34.4
13/03/2009,17.5,15,4,9.1,12.5,15,58.2,91.8,114.1,45.9,33.6,48.1,60,102,71,151,290,113,77.6666,12.1833,184.6666,65.2833
17/03/2009,,4,4,4,4,4,,69.4,59.3,54.8,50.4,52.6,115,140,72,375,308,203,109,4,295.3333,57.3
20/03/2009,,4,4,4,4,4,,40.3,52.6,38,43.6,47,116,168,94,306,180,149,126,4,211.6666,44.3
24/03/2009,4,4,4,4,4,4,87.9,39.2,62.7,58.2,39.2,35.8,123,87,51,323,222,66,87,4,203.6666,53.8333
31/03/2009,,12.5,9.1,4,7.5,4,,34.7,42.5,52.6,32.5,25.7,113,129,64,413,349,79,102,7.42,280.3333,37.6
1/9/2009,,5.2,22.6,8.9,8.9,4,,27.9,31,15,32.1,33.2,105,71,34,274,131,44,70,9.92,149.6666,27.84
3/9/2009,,7.1,4,5.7,10,4.2,,27.9,13.9,16.1,18.2,21.4,104,77,81,192,172,91,87.3333,6.2,151.6666,19.5
8/9/2009,,9.9,8.5,4,4,4.7,,36.4,39.6,27.9,31.1,20.4,89,113,1000,200,218,1300,400.6666,6.22,572.6666,31.08
10/9/2009,,7.5,5.2,4,4,4,,21.4,35.4,31,25.7,17,995,322,67,1300,1017,160,461.3333,4.94,825.6666,26.1
15/09/2009,,,4,4,4.7,6.1,,,14,29,27.9,25.7,,182,89,,308,171,135.5,4.7,239.5,24.15
17/09/2009,,6.1,4,4,7,4.7,,32,31,33.2,26.8,24.6,145,153,63,237,181,101,120.3333,5.16,173,29.52
22/09/2009,,,9.4,7,4,4,,,36.4,41.8,28.9,26.8,,125,61,,319,78,93,6.1,198.5,33.475
24/09/2009,,6.1,,4,6.1,8,,20.4,,40.7,38.6,17.1,191,191,58,384,334,134,146.6666,6.05,284,29.2
29/09/2009,6.3,9.9,4,4,11.3,5.2,47,31,35.4,27.9,21.4,25.7,153,91,67,572,256,112,103.6666,6.7833,313.3333,31.4
3/2/2009,4,,7.5,11.6,4,10.8,32.5,,23.5,35.8,33.6,29.1,96,101,88,261,286,142,95,7.58,229.6666,30.9
6/2/2009,,9.9,16,5.7,10.8,4,,43.6,69,52.6,59.3,23.5,71,214,81,222,448,123,122,9.28,264.3333,49.6
10/2/2009,4,10.8,12.5,7.5,4,4,50.7,44.8,39.2,32.5,31.2,34.7,177,134,191,644,221,416,167.3333,7.1333,427,38.85
13/02/2009,8.3,,10.8,9.1,4,4,41.4,,45.9,33.6,29.1,32.5,114,87,112,200,110,218,104.3333,7.24,176,36.5
17/02/2009,,12.5,9.1,4,10.8,4,,43.6,34.7,31.3,33.6,38,136,162,72,420,336,132,123.3333,8.08,296,36.24
20/02/2009,12.5,,9.1,5.8,4,4,35.8,,31.3,25.7,28,22.4,109,103,105,512,372,117,105.6666,7.08,333.6666,28.64
24/02/2009,9.1,,11.6,4,4,4,26.9,,28,38,33.6,25.7,74,131,70,166,184,202,91.6666,6.54,184,30.44
27/02/2009,10.8,,12.5,4,4,4,43.6,,45.9,40.3,32.5,30.2,34,189,61,125,239,98,94.6666,7.06,154,38.5
2/6/2009,4,11.6,4,37.4,,,46.3,39.2,32.5,29,,,152,123,,387,367,,137.5,14.25,377,36.75
5/6/2009,,31.6,16.6,39,,,,22.4,35.8,18,,,354,278,,584,393,,316,,488.5,
9/6/2009,6.7,11.6,10,12.5,11.6,4,11.2,20,11.2,13.4,13.4,12.3,107,68,56,183,211,90,77,9.4,161.3333,13.5833
1/2/2011_237,,4,4,4,,,,27.8,24.6,20.3,,,240,119,,640,263,,179.5,,451.5,
1/2/2011_375,,4,4,4,,,,27.8,24.6,20.3,,,240,119,,640,263,,179.5,,451.5,
3/2/2011,,4,4,4,,,,22.5,33.2,19.3,,,103,139,,298,274,,121,,286,
8/2/2011,,4,4,4,4,4,,32.1,20.3,24.6,16.1,23.6,133,85,178,221,160,403,132,4,261.3333,23.34
10/2/2011,,4,4,4,4,4,,31.1,33.2,19.3,21.4,25.7,99,85,186,343,130,342,123.3333,4,271.6666,26.14
15/02/2011,,4,4,4,4,4,,39.6,35.3,25.7,20.3,24.6,311,525,426,635,,893,420.6666,4,764,29.1
17/02/2011,,4,4,4,4,4,,31.1,36.4,32.1,25.7,21.4,109,214,240,255,513,294,187.6666,4,354,29.34
22/02/2011,4,4,4,4,4,4,36.4,39.6,33.2,27.1,27.8,22.5,75,117,83,193,438,131,91.6666,4,254,31.1
24/02/2011,,4,4,4,,,,20.3,19.3,17.1,,,85,96,,88,222,,90.5,,155,
19/11/2009,,16.5,15,10.4,17,19.3,,24.6,21.4,13.9,60,25.7,96,144,61,188,344,85,100.3333,15.64,205.6666,29.12
24/11/2009,,4,7,8,8.5,6.6,,62.1,22.5,49.3,13.9,15,9,104,86,219,297,135,66.3333,6.82,217,32.56
26/11/2009,,6.1,4,13.2,,,,20.4,16,23.6,,,53,80,,204,256,,66.5,,230,
10/3/2011,4,,4,4,,,35.3,,26.8,31.1,,,93,144,,284,302,,118.5,,293,
3/3/2011,,4,4,4,,,,36.4,32.1,21.4,,,131,128,,370,206,,129.5,,288,
8/3/2011,,4,4,4,4,4,,33.2,28.9,31.1,22.5,20.3,164,89,92,227,266,157,115,4,216.6666,27.2
11/3/2011_237,,4,4,4,4,4,,35.3,30,31.1,20.5,16.1,103,69,172,227,248,311,114.6666,4,262,26.6
11/3/2011_375,4,,4,4,4,4,20.3,,22.5,19.3,16.1,22.5,83,81,45,193,90,80,69.6666,4,121,20.14
15/03/2011,4,,4,4,4,4,25.7,,33.2,36.4,27.8,21.4,54,104,74,210,110,342,77.3333,4,220.6666,28.9
17/03/2011,4,,4,4,,,15,,16.1,17.1,,,224,117,,709,583,,170.5,,646,
22/03/2011,,,4,4,4,4,,,118,16,36,15,,109,25,,125,48,67,4,86.5,46.25
24/03/2011,,4,4,4,4,,,36.4,31.1,33.2,27.5,,170,111,,399,289,,140.5,4,344,32.05
29/03/2011,,4,4,4,,,19.3,26.8,20.3,30,,,87,125,,215,287,,106,,251,24.1
31/03/2011,4,4,,4,,,38.6,23.6,,26.8,,,81,159,,176,175,,120,,175.5,
5/4/2011,4,4,4,4,4,4,27.8,24.6,31.1,49.3,32.1,21.4,100,159,191,485,353,317,150,4,385,31.05
7/4/2011,4,4,,4,4,4,31.1,20.3,,22.5,26.8,19.3,206,562,118,370,1030,228,295.3333,4,542.6666,24
12/4/2011,,4,,,,,,17.1,,,,,99,,,260,,,,,,
19/04/2011,,4,4,4,4,4,,39.6,26.8,31.1,34.3,16.1,206,130,105,454,215,188,147,4,285.6666,29.58
21/04/2011,,4,4,4,4,4,,43.9,64.3,50.3,26.8,16.1,117,99,97,326,251,161,104.3333,4,246,40.28
26/04/2011,,4,4,4,4,4,,16.1,34.3,18.2,20.3,16.1,87,94,110,241,189,180,97,4,203.3333,21
28/04/2011,,4,4,4,4,4,,22.5,19.3,22.5,64.3,36.4,312,306,246,510,824,361,288,4,565,33
2/8/2011,,4.7,4,4,,,,15,23.5,12,,,83,53,,158,90,,68,,124,
5/8/2011,,4,4,4,,,,21.4,24,26.7,,,52,23,,86,59,,37.5,,72.5,
9/8/2011,,4,9.8,4.2,,,,24.6,46,33.2,,,112,109,,127,126,,110.5,,126.5,
12/8/2011,4,4,4,4,,,25.7,32.1,32.1,26.7,,,30,54,,80,67,,42,4,73.5,29.15
16/08/2011,,4,4,5.1,,,,43.9,47.1,38.5,,,78,183,,82,282,,130.5,,182,
19/08/2011,,4.2,4,5.6,,,,49,38,34,,,141,80,,228,131,,110.5,,179.5,
23/08/2011,4,4,4,4,,,41,34,32,34,,,162,149,,171,228,,155.5,4,199.5,35.25
26/08/2011,4,4,4,4,,,9,31,26,18,,,45,52,,123,77,,48.5,4,100,21
30/08/2011,,4,4,4,,,,41,78,43,,,292,192,,401,241,,242,,321,
1/12/2009,,17.4,18.8,16.5,12.7,8.9,,16.1,13.9,37.5,48.2,34.3,130,68,189,408,322,344,129,14.86,358,30
3/12/2009,6.6,8,,4,4,4,26.8,22.5,,24.6,17.1,20.4,64,42,73,196,150,149,59.6666,5.32,165,22.28
8/12/2009,4.7,10.8,4,6.1,4,4,16.1,18.2,12.6,25.7,20.4,13.9,,,,,,,,5.6,,17.8166
10/12/2009,4,6.6,7.5,4,4,4,25.7,32.1,22.5,26.8,20.4,17.1,84,103,76,188,291,102,87.6666,5.0166,193.6666,24.1
15/12/2009,7.5,4.7,,4,4,4,36.4,28.9,,22.5,30,20.4,79,181,91,239,228,135,117,4.84,200.6666,27.64
17/12/2009,4,7.5,,5.7,4,4,36.4,32.1,,21.4,28.9,16,111,54,49,199,197,71,71.3333,5.04,155.6666,26.96
22/12/2009,17.9,16.5,4.7,6.1,4,4,23.6,18.2,21.4,13.9,32.1,24.6,96,68,89,326,213,160,84.3333,8.8666,233,22.3
24/12/2009,9.4,4,,,,,38.6,19.3,,,,,124,,,303,,,,,,
29/12/2009,,,10.8,4,11.8,8.5,,,60,38.6,25.7,42.9,,101,107,,172,165,104,8.775,168.5,41.8
3/5/2011,,,4,4,,,,,22.5,20.3,,,,158,,,510,,,,,
6/5/2011,4,4,4,4,,,13.9,10.7,11.8,12.9,,,269,173,,545,1046,,221,4,795.5,12.325
10/5/2011,4,4,4,4,,,26.8,20.3,31.1,26.8,,,214,175,,559,416,,194.5,4,487.5,26.25
13/05/2011,,4,4,4,,,,16.1,21.4,23.6,,,223,155,,484,222,,189,,353,
17/05/2011,4,4,4,4,,,26.8,30,20.3,17.1,,,150,243,,363,478,,196.5,4,420.5,23.55
20/05/2011,,4,5.7,4,,,,32.1,37.5,21.4,,,163,168,,408,284,,165.5,,346,
24/05/2011,,4.7,6.1,4,,,,82.5,78.2,70.7,,,238,145,,697,353,,191.5,,525,
27/05/2011,4,4,,4,,,24.6,23.5,,18.2,,,135,123,,320,372,,129,,346,
31/05/2011,4,4.7,4,4,,,52.5,72.8,51.4,49.3,,,183,174,,499,307,,178.5,4.175,403,56.5
3/6/2011,4.2,4,4.7,4,,,69.6,72.9,75,65.4,,,56,118,,134,178,,87,4.225,156,70.725
7/6/2011,,4,4,4,,,,56.8,40.7,61,,,148,111,,562,300,,129.5,,431,
10/6/2011,,,4,4,,,,,38.6,21.4,,,95,88,,159,209,,91.5,,184,
14/06/2011,5.7,4.2,6.6,4,,,33.2,26.8,32.1,50.4,,,284,41,,391,63,,162.5,5.125,227,35.625
17/06/2011,4,4,4,4,,,17.1,21.4,49.3,55.7,,,32,14,,70,64,,23,4,67,35.875
21/06/2011,4,4,4,4,,,52.5,27.9,50.4,51.4,,,110,68,,173,154,,89,4,163.5,45.55
24/06/2011,,4,4.2,5.7,,,,55.7,52.5,35.4,,,103,88,,208,146,,95.5,,177,
28/06/2011,4,4,4,4,,,38.5,46.1,35.3,26.8,,,229,88,,413,98,,158.5,4,255.5,36.675
2/9/2011,4,5.1,4,4,,,36.4,49.2,48.2,40.7,,,35,44,,84,66,,39.5,4.275,75,43.625
6/9/2011,,,4,4,,,,,20,41,,,,53,,,173,,,,,
9/9/2011,4,4,4,4,,,62,77,14,20,,,74,29,,170,55,,51.5,4,112.5,43.25
13/09/2011,4,4,4,4,,,68,24,74,78,,,107,47,,197,111,,77,4,154,61
16/09/2011,4,5.7,4,4,,,81,86,109,103,,,67,50,,121,145,,58.5,4.425,133,94.75
20/09/2011,4,4,4,4,,,95,101,88,90,,,51,35,,100,41,,43,4,70.5,93.5
23/09/2011,4.7,4.7,4,4,,,109,109,103,107,,,52,104,,106,124,,78,4.35,115,107
27/09/2011,4,4,4,4,,,101.7,124.2,108.2,108.2,,,94,86,,110,176,,90,4,143,110.575
2/6/2006,11.6,8.3,10.8,15,11.6,8.3,29.1,42.5,36.9,45.9,43.6,34.7,135.6,130.1,46.4,303.2,311.7,79.6,104.033,10.933,231.5,38.783
6/6/2006,9.1,,,,8.3,6.7,33.6,,,,34.7,31.3,37.8,,81.3,73.5,,87.2,59.55,,80.35,
3/1/2006,14,24.1,25.6,,22.4,12.5,35,48.1,53.7,,45.9,32.4,129.6,133.7,92.7,426.2,431.7,187.3,118.667,19.72,348.4,43.02
6/1/2006,,,,,,,,,,,,,,86.3,72,,280.3,201.5,79.15,,240.9,
10/1/2006,4,13.3,18.9,19.9,16.6,9.1,53.7,58.2,81.9,63.8,38,26.8,58.7,83.1,61.8,147,181.2,110.2,67.867,13.633,146.133,53.733
17/01/2006,,,10.8,12.5,9.1,7.5,,,34.7,49.2,62.7,30.2,,139.9,58,,198.9,227.6,98.95,9.975,213.25,44.2
20/01/2006,,,21.6,15.8,12.5,10.8,,,43.6,40.3,63.8,31.3,,124.6,70.3,,425.8,209,97.45,15.175,317.4,44.75
24/01/2006,10.8,16.6,25.8,22.4,,,59.3,64.9,45.9,39.2,,,103.1,117.2,,206,308.9,,110.15,18.9,257.45,52.325
27/01/2006,18.4,19.9,34,29.9,22.4,18.3,41.3,57.1,54.8,51.5,47,41.4,87.5,128.1,82.6,351.1,319.4,172.7,99.4,23.816,281.066,48.85
31/01/2006,9.1,12.5,17.4,19.1,22.4,10.8,32.4,53.7,57.1,49.2,47,34.7,64.1,148.9,84.4,183.4,360.7,200.2,99.133,15.216,248.1,45.683
3/3/2006,,,,,,,,,,,,,77.1,74.7,,289.6,197.5,,75.9,,243.55,
7/3/2006,7.5,10.8,14.1,17.4,14.1,9.1,40.3,55.9,59.3,52.6,48.1,38,66.8,150.2,46,124.9,358.9,72.7,87.667,12.167,185.5,49.033
10/3/2006,8.3,10.8,13.3,14.1,15.8,7.5,39.2,57.1,62.7,50.3,43.6,34.7,44.3,101.7,61.8,148.8,137.1,127.4,69.267,11.633,137.767,47.933
14/03/2006,13.3,,,22.4,24.9,13.3,48.2,,,59.3,67.1,55.9,86.3,179.7,65.8,180.3,223,98.1,110.6,18.475,167.133,57.625
17/03/2006,9.1,13.3,19.9,25.8,18.3,9.1,44.8,62.7,68.3,54.8,52.6,42.5,82.1,76.4,85.2,192.9,137.3,153.4,81.233,15.917,161.2,54.283
21/03/2006,9.1,14.1,17.4,27.4,19.9,11.6,47,66,75,71.6,58.2,44.8,90.8,113.2,65.3,252.9,235.9,74.3,89.767,16.583,187.7,60.433
